tid,attribute,correct_val
8367,Incident Number,F190040402
8368,Address,5143 47th Av Ne
8368,Type,Aid Response
8368,Datetime,04/23/2019 10:20:18 AM
8368,Latitude,47.665934
8368,Longitude,-122.277353
8368,Incident Number,F190040401
8369,Address,204 3rd Av S
8369,Type,Aid Response
8369,Datetime,04/23/2019 10:19:14 AM
8369,Latitude,47.600843
8369,Longitude,-122.330271
8369,Incident Number,F190040400
8370,Address,12728 28th Av Ne
8370,Type,Medic Response
8370,Datetime,04/23/2019 10:18:38 AM
8370,Latitude,47.721878000000004
8370,Longitude,-122.297729
8370,Incident Number,F190040399
8371,Address,5201 42nd Av S
8371,Type,Aid Response
8371,Datetime,04/23/2019 10:10:44 AM
8371,Latitude,47.555215000000004
8371,Longitude,-122.28074199999999
8371,Incident Number,F190040398
8372,Address,420 4th Av
8372,Type,Medic Response
8372,Datetime,04/23/2019 10:01:00 AM
8372,Latitude,47.601986
8372,Longitude,-122.32914
8372,Incident Number,F190040397
8373,Address,Rainier Av S / S Massachusetts St
8373,Type,MVI - Motor Vehicle Incident
8373,Datetime,04/23/2019 09:59:13 AM
8373,Latitude,47.588411
8373,Longitude,-122.30582700000001
8373,Incident Number,F190040396
8374,Address,500 5th Av
8374,Type,Aid Response
8374,Datetime,04/23/2019 09:52:18 AM
8374,Latitude,47.602985
8374,Longitude,-122.328535
8374,Incident Number,F190040395
8375,Address,510 7th Av S
8375,Type,Water Job Minor
8375,Datetime,04/23/2019 09:47:21 AM
8375,Latitude,47.598264
8375,Longitude,-122.32375400000001
8375,Incident Number,F190040392
8376,Address,5326 S Leo St
8376,Type,Trans to AMR
8376,Datetime,04/23/2019 09:46:44 AM
8376,Latitude,47.502590000000005
8376,Longitude,-122.26718100000001
8376,Incident Number,F190040393
8377,Address,2407 E Union St
8377,Type,Aid Response
8377,Datetime,04/23/2019 09:45:03 AM
8377,Latitude,47.612945
8377,Longitude,-122.301324
8377,Incident Number,F190040391
8378,Address,121 13th Av E
8378,Type,Medic Response
8378,Datetime,04/23/2019 09:26:58 AM
8378,Latitude,47.619015999999995
8378,Longitude,-122.315607
8378,Incident Number,F190040388
8379,Address,555 16th Av
8379,Type,Medic Response
8379,Datetime,04/23/2019 09:23:46 AM
8379,Latitude,47.606687
8379,Longitude,-122.31155
8379,Incident Number,F190040387
8380,Address,2810 46th Av W
8380,Type,Medic Response
8380,Datetime,04/23/2019 09:21:06 AM
8380,Latitude,47.645182
8380,Longitude,-122.41548
8380,Incident Number,F190040386
8381,Address,9200 2nd Av Sw
8381,Type,Aid Response
8381,Datetime,04/23/2019 08:59:57 AM
8381,Latitude,47.521244
8381,Longitude,-122.336301
8381,Incident Number,F190040385
8382,Address,3228 Sw 97th St
8382,Type,Aid Response
8382,Datetime,04/23/2019 08:53:51 AM
8382,Latitude,47.516631
8382,Longitude,-122.373775
8382,Incident Number,F190040384
8383,Address,720 8th Av S
8383,Type,Medic Response
8383,Datetime,04/23/2019 08:51:39 AM
8383,Latitude,47.596499
8383,Longitude,-122.322456
8383,Incident Number,F190040382
8384,Address,8TH AV NW / NW 59TH ST
8384,Type,MVI - Motor Vehicle Incident
8384,Datetime,04/23/2019 08:51:34 AM
8384,Latitude,47.671619
8384,Longitude,-122.36617199999999
8384,Incident Number,F190040383
8385,Address,7500 Seward Park Av S
8385,Type,Aid Response
8385,Datetime,04/23/2019 08:41:43 AM
8385,Latitude,47.535387
8385,Longitude,-122.267284
8385,Incident Number,F190040379
8386,Address,Nb Sr509 At 1 Av S Bridge
8386,Type,Medic Response Freeway
8386,Datetime,04/23/2019 08:40:51 AM
8386,Latitude,47.543094
8386,Longitude,-122.334023
8386,Incident Number,F190040378
8387,Address,1144 Eastlake Av E
8387,Type,Medic Response
8387,Datetime,04/23/2019 08:37:24 AM
8387,Latitude,47.629540999999996
8387,Longitude,-122.328728
8387,Incident Number,F190040375
8388,Address,11th Av / E Union St
8388,Type,Medic Response
8388,Datetime,04/23/2019 08:24:11 AM
8388,Latitude,47.612931
8388,Longitude,-122.318122
8388,Incident Number,F190040374
8389,Address,1201 E Denny Way
8389,Type,Unk Odor
8389,Datetime,04/23/2019 08:20:23 AM
8389,Latitude,47.618767999999996
8389,Longitude,-122.316897
8389,Incident Number,F190040373
8390,Address,9676 47th Av Sw
8390,Type,Aid Response
8390,Datetime,04/23/2019 08:09:03 AM
8390,Latitude,47.516678000000006
8390,Longitude,-122.392825
8390,Incident Number,F190040370
8391,Address,6303 18th Av Sw
8391,Type,Aid Response
8391,Datetime,04/23/2019 08:08:49 AM
8391,Latitude,47.546539
8391,Longitude,-122.35712
8391,Incident Number,F190040369
8392,Address,3rd Av / Pine St
8392,Type,Aid Response
8392,Datetime,04/23/2019 08:03:37 AM
8392,Latitude,47.610743
8392,Longitude,-122.338702
8392,Incident Number,F190040368
8393,Address,1407 2nd Av W
8393,Type,Aid Response
8393,Datetime,04/23/2019 08:02:31 AM
8393,Latitude,47.631378000000005
8393,Longitude,-122.35920300000001
8393,Incident Number,F190040367
8394,Address,6561 Beach Dr Sw
8394,Type,Medic Response
8394,Datetime,04/23/2019 07:39:52 AM
8394,Latitude,47.54401
8394,Longitude,-122.39725800000001
8394,Incident Number,F190040364
8395,Address,10416 65th Av S
8395,Type,Aid Response
8395,Datetime,04/23/2019 07:10:41 AM
8395,Latitude,47.508036
8395,Longitude,-122.252377
8395,Incident Number,F190040362
8396,Address,903 Union St
8396,Type,Trans to AMR
8396,Datetime,04/23/2019 07:09:34 AM
8396,Latitude,47.611557
8396,Longitude,-122.33019099999999
8396,Incident Number,F190040363
8397,Address,Sw Hill St / 44th Av Sw
8397,Type,Aid Response
8397,Datetime,04/23/2019 06:58:47 AM
8397,Latitude,47.585392999999996
8397,Longitude,-122.38771000000001
8397,Incident Number,F190040361
8398,Address,901 Rainier Av S
8398,Type,Trans to AMR
8398,Datetime,04/23/2019 06:56:36 AM
8398,Latitude,47.594356
8398,Longitude,-122.310367
8398,Incident Number,F190040360
8399,Address,Yale Av / Denny Way
8399,Type,1RED 1 Unit
8399,Datetime,04/23/2019 06:30:58 AM
8399,Latitude,47.618508
8399,Longitude,-122.331395
8399,Incident Number,F190040357
8400,Address,318 2nd Av Et S
8400,Type,Medic Response
8400,Datetime,04/23/2019 06:00:56 AM
8400,Latitude,47.600194
8400,Longitude,-122.330541
8400,Incident Number,F190040355
8401,Address,S Michigan St / Corson Av S
8401,Type,MVI - Motor Vehicle Incident
8401,Datetime,04/23/2019 05:19:35 AM
8401,Latitude,47.547503000000006
8401,Longitude,-122.32143899999998
8401,Incident Number,F190040353
8402,Address,1111 3rd Av
8402,Type,Auto Fire Alarm
8402,Datetime,04/23/2019 05:10:23 AM
8402,Latitude,47.60641
8402,Longitude,-122.33473899999998
8402,Incident Number,F190040351
8403,Address,1107 Lakeside Av S
8403,Type,Automatic Fire Alarm Resd
8403,Datetime,04/23/2019 05:03:36 AM
8403,Latitude,47.593387
8403,Longitude,-122.287861
8403,Incident Number,F190040350
8404,Address,318 2nd Av Et S
8404,Type,Aid Response
8404,Datetime,04/23/2019 04:42:32 AM
8404,Latitude,47.600194
8404,Longitude,-122.330541
8404,Incident Number,F190040349
8405,Address,1107 Virginia St
8405,Type,Aid Response
8405,Datetime,04/23/2019 04:35:52 AM
8405,Latitude,47.617762
8405,Longitude,-122.33395700000001
8405,Incident Number,F190040348
8406,Address,3214 4th Av W
8406,Type,Aid Response
8406,Datetime,04/23/2019 04:32:46 AM
8406,Latitude,47.648259
8406,Longitude,-122.36219799999999
8406,Incident Number,F190040347
8407,Address,Utah Av S / S Alaska St
8407,Type,Car Fire W/Exp.
8407,Datetime,04/23/2019 04:17:12 AM
8407,Latitude,47.560319
8407,Longitude,-122.335504
8407,Incident Number,F190040345
8408,Address,4th Av Stair To Yesler Way / Yesler Way
8408,Type,"Medic Response, 7 per Rule"
8408,Datetime,04/23/2019 04:15:21 AM
8408,Latitude,47.601721000000005
8408,Longitude,-122.329021
8408,Incident Number,F190040344
8409,Address,611 S Brandon St
8409,Type,Medic Response
8409,Datetime,04/23/2019 04:09:01 AM
8409,Latitude,47.554123
8409,Longitude,-122.32654199999999
8409,Incident Number,F190040343
8410,Address,11 W Aloha St
8410,Type,Aid Response
8410,Datetime,04/23/2019 03:43:28 AM
8410,Latitude,47.627192
8410,Longitude,-122.35682299999999
8410,Incident Number,F190040340
8411,Address,5444 Delridge Way Sw
8411,Type,Auto Fire Alarm
8411,Datetime,04/23/2019 03:30:25 AM
8411,Latitude,47.553321000000004
8411,Longitude,-122.36296899999999
8411,Incident Number,F190040339
8412,Address,7041 53rd Av Ne
8412,Type,Aid Response
8412,Datetime,04/23/2019 03:18:33 AM
8412,Latitude,47.67967
8412,Longitude,-122.27056999999999
8412,Incident Number,F190040338
8413,Address,1533 Western Av
8413,Type,Medic Response
8413,Datetime,04/23/2019 03:17:30 AM
8413,Latitude,47.608682
8413,Longitude,-122.341421
8413,Incident Number,F190040337
8414,Address,2200 E Madison St
8414,Type,Aid Response Yellow
8414,Datetime,04/23/2019 03:02:12 AM
8414,Latitude,47.61842
8414,Longitude,-122.30365
8414,Incident Number,F190040334
8415,Address,808 Howell St
8415,Type,Rescue Elevator
8415,Datetime,04/23/2019 03:01:38 AM
8415,Latitude,47.614127
8415,Longitude,-122.33400900000001
8415,Incident Number,F190040333
8416,Address,2614 4th Av
8416,Type,1RED 1 Unit
8416,Datetime,04/23/2019 02:58:12 AM
8416,Latitude,47.617315999999995
8416,Longitude,-122.347229
8416,Incident Number,F190040331
8417,Address,4908 13th Av S
8417,Type,Trans to AMR
8417,Datetime,04/23/2019 02:57:40 AM
8417,Latitude,47.55854
8417,Longitude,-122.316096
8417,Incident Number,F190040332
8418,Address,8424 16th Av Sw
8418,Type,Medic Response
8418,Datetime,04/23/2019 02:40:45 AM
8418,Latitude,47.528082
8418,Longitude,-122.35506399999998
8418,Incident Number,F190040329
8419,Address,204 3rd Av S
8419,Type,Trans to AMR
8419,Datetime,04/23/2019 02:35:11 AM
8419,Latitude,47.600843
8419,Longitude,-122.330271
8419,Incident Number,F190040328
8420,Address,711 Cherry St
8420,Type,Trans to AMR
8420,Datetime,04/23/2019 02:25:56 AM
8420,Latitude,47.605391999999995
8420,Longitude,-122.327499
8420,Incident Number,F190040327
8421,Address,9240 2nd Av Sw
8421,Type,Aid Response
8421,Datetime,04/23/2019 02:01:18 AM
8421,Latitude,47.520451
8421,Longitude,-122.336003
8421,Incident Number,F190040326
8422,Address,1124 Pike St
8422,Type,Aid Response
8422,Datetime,04/23/2019 01:59:49 AM
8422,Latitude,47.61358
8422,Longitude,-122.32864199999999
8422,Incident Number,F190040325
8423,Address,116 Fairview Av N
8423,Type,Aid Response
8423,Datetime,04/23/2019 01:40:02 AM
8423,Latitude,47.618693
8423,Longitude,-122.33425600000001
8423,Incident Number,F190040323
8424,Address,East Marginal Way S / S Mead St
8424,Type,Illegal Burn
8424,Datetime,04/23/2019 01:39:27 AM
8424,Latitude,47.551208
8424,Longitude,-122.335851
8424,Incident Number,F190040322
8425,Address,2522 14th Av S
8425,Type,Medic Response
8425,Datetime,04/23/2019 01:37:15 AM
8425,Latitude,47.580849
8425,Longitude,-122.314714
8425,Incident Number,F190040321
8426,Address,2208 15th Av W
8426,Type,Aid Response
8426,Datetime,04/23/2019 01:24:07 AM
8426,Latitude,47.638695
8426,Longitude,-122.376149
8426,Incident Number,F190040319
8427,Address,11749 Greenwood Av N
8427,Type,Aid Response Yellow
8427,Datetime,04/23/2019 01:21:33 AM
8427,Latitude,47.714451000000004
8427,Longitude,-122.35551699999999
8427,Incident Number,F190040318
8428,Address,4229 Ne 103rd Pl
8428,Type,Aid Response
8428,Datetime,04/23/2019 01:16:44 AM
8428,Latitude,47.702788
8428,Longitude,-122.282564
8428,Incident Number,F190040316
8429,Address,2119 N 92nd St
8429,Type,Aid Response
8429,Datetime,04/23/2019 01:16:38 AM
8429,Latitude,47.69594
8429,Longitude,-122.332773
8429,Incident Number,F190040317
8430,Address,12740 30th Av Ne
8430,Type,Automatic Medical Alarm
8430,Datetime,04/23/2019 12:59:03 AM
8430,Latitude,47.721329
8430,Longitude,-122.29633899999999
8430,Incident Number,F190040315
8431,Address,1006 Spring St
8431,Type,Aid Response
8431,Datetime,04/23/2019 12:38:01 AM
8431,Latitude,47.609615000000005
8431,Longitude,-122.326834
8431,Incident Number,F190040314
8432,Address,4th Av S / S Main St
8432,Type,Aid Response
8432,Datetime,04/23/2019 12:37:37 AM
8432,Latitude,47.600035999999996
8432,Longitude,-122.328965
8432,Incident Number,F190040313
8433,Address,76 Cedar St
8433,Type,Aid Response
8433,Datetime,04/23/2019 12:24:36 AM
8433,Latitude,47.615345
8433,Longitude,-122.351207
8433,Incident Number,F190040311
8434,Address,7523 44th Av S
8434,Type,Aid Response
8434,Datetime,04/23/2019 12:19:01 AM
8434,Latitude,47.534786
8434,Longitude,-122.277634
8434,Incident Number,F190040310
8435,Address,5433 Leary Av Nw
8435,Type,Aid Response Yellow
8435,Datetime,04/23/2019 12:18:14 AM
8435,Latitude,47.66749
8435,Longitude,-122.38309299999999
8435,Incident Number,F190040309
8436,Address,1011 S Weller St
8436,Type,Aid Response
8436,Datetime,04/22/2019 11:55:51 PM
8436,Latitude,47.597509
8436,Longitude,-122.319511
8436,Incident Number,F190040308
8437,Address,1910 15th Av S
8437,Type,Aid Response
8437,Datetime,04/22/2019 11:39:56 PM
8437,Latitude,47.586278
8437,Longitude,-122.31336399999999
8437,Incident Number,F190040307
8438,Address,4229 S Frontenac St
8438,Type,Medic Response
8438,Datetime,04/22/2019 11:36:12 PM
8438,Latitude,47.539778000000005
8438,Longitude,-122.27962600000001
8438,Incident Number,F190040306
8439,Address,1020 University St
8439,Type,Aid Response
8439,Datetime,04/22/2019 11:14:23 PM
8439,Latitude,47.611109
8439,Longitude,-122.32798100000001
8439,Incident Number,F190040305
8440,Address,14345 Sunnyside Av N
8440,Type,Medic Response
8440,Datetime,04/22/2019 11:07:33 PM
8440,Latitude,47.732687
8440,Longitude,-122.330224
8440,Incident Number,F190040303
8441,Address,9043 35th Av Sw
8441,Type,Aid Response
8441,Datetime,04/22/2019 10:48:24 PM
8441,Latitude,47.522472
8441,Longitude,-122.376713
8441,Incident Number,F190040301
8442,Address,4800 Fauntleroy Way Sw
8442,Type,Trans to AMR
8442,Datetime,04/22/2019 10:39:17 PM
8442,Latitude,47.559253000000005
8442,Longitude,-122.38145700000001
8442,Incident Number,F190040300
8443,Address,5th Av S / S Jackson St
8443,Type,Trans to AMR
8443,Datetime,04/22/2019 10:37:43 PM
8443,Latitude,47.599195
8443,Longitude,-122.32766699999999
8443,Incident Number,F190040299
8444,Address,116 Stewart St
8444,Type,Trans to AMR
8444,Datetime,04/22/2019 10:29:38 PM
8444,Latitude,47.610387
8444,Longitude,-122.34119799999999
8444,Incident Number,F190040298
8445,Address,10516 Midvale Av N
8445,Type,Aid Response
8445,Datetime,04/22/2019 10:29:33 PM
8445,Latitude,47.705187
8445,Longitude,-122.343331
8445,Incident Number,F190040297
8446,Address,3820 Rainier Av S
8446,Type,Aid Response
8446,Datetime,04/22/2019 10:28:50 PM
8446,Latitude,47.569608
8446,Longitude,-122.29048600000002
8446,Incident Number,F190040296
8447,Address,102 21st Av E
8447,Type,Aid Response
8447,Datetime,04/22/2019 10:14:34 PM
8447,Latitude,47.618516
8447,Longitude,-122.304769
8447,Incident Number,F190040295
8448,Address,AIRPORT WAY S / S VALE ST
8448,Type,Aid Response
8448,Datetime,04/22/2019 10:12:41 PM
8448,Latitude,47.549244
8448,Longitude,-122.316895
8448,Incident Number,F190040294
8449,Address,4937 Ne 85th St
8449,Type,Aid Response
8449,Datetime,04/22/2019 10:09:51 PM
8449,Latitude,47.690588
8449,Longitude,-122.274445
8449,Incident Number,F190040293
8450,Address,12740 33rd Av Ne
8450,Type,Aid Response
8450,Datetime,04/22/2019 10:06:47 PM
8450,Latitude,47.720938000000004
8450,Longitude,-122.29251299999999
8450,Incident Number,F190040292
8451,Address,500 Pine St
8451,Type,Automatic Fire Alarm False
8451,Datetime,04/22/2019 10:03:45 PM
8451,Latitude,47.611672
8451,Longitude,-122.33648400000001
8451,Incident Number,F190040291
8452,Address,6820 51st Av S
8452,Type,Aid Response
8452,Datetime,04/22/2019 09:42:51 PM
8452,Latitude,47.541413
8452,Longitude,-122.269916
8452,Incident Number,F190040288
8453,Address,2915 S Fontanelle St
8453,Type,Aid Response
8453,Datetime,04/22/2019 09:42:13 PM
8453,Latitude,47.535745
8453,Longitude,-122.29548600000001
8453,Incident Number,F190040287
8454,Address,2nd Av / Pine St
8454,Type,Aid Response
8454,Datetime,04/22/2019 09:40:04 PM
8454,Latitude,47.610278
8454,Longitude,-122.33981200000001
8454,Incident Number,F190040286
8455,Address,12740 33rd Av Ne
8455,Type,Aid Response
8455,Datetime,04/22/2019 09:35:46 PM
8455,Latitude,47.720938000000004
8455,Longitude,-122.29251299999999
8455,Incident Number,F190040285
8456,Address,13716 Lake City Way Ne
8456,Type,Aid Response
8456,Datetime,04/22/2019 09:35:20 PM
8456,Latitude,47.72838
8456,Longitude,-122.292253
8456,Incident Number,F190040284
8457,Address,4521 29th Av S
8457,Type,Aid Response
8457,Datetime,04/22/2019 09:30:32 PM
8457,Latitude,47.562215
8457,Longitude,-122.29566100000001
8457,Incident Number,F190040282
8458,Address,5142 S Lawrence Pl
8458,Type,Aid Response
8458,Datetime,04/22/2019 09:25:34 PM
8458,Latitude,47.546534
8458,Longitude,-122.26845900000001
8458,Incident Number,F190040281
8459,Address,2100 Ne Whitman Ln
8459,Type,Aid Response
8459,Datetime,04/22/2019 09:24:52 PM
8459,Latitude,47.660503000000006
8459,Longitude,-122.30550600000001
8459,Incident Number,F190040280
8460,Address,1640 Broadway
8460,Type,Fire in Building
8460,Datetime,04/22/2019 09:22:41 PM
8460,Latitude,47.6157
8460,Longitude,-122.320806
8460,Incident Number,F190040278
8461,Address,2010 S Jackson St
8461,Type,Aid Response
8461,Datetime,04/22/2019 09:13:06 PM
8461,Latitude,47.599258
8461,Longitude,-122.305807
8461,Incident Number,F190040276
8462,Address,2600 Sw Holden St
8462,Type,Aid Response
8462,Datetime,04/22/2019 09:05:22 PM
8462,Latitude,47.533703
8462,Longitude,-122.365816
8462,Incident Number,F190040275
8463,Address,4732 Brooklyn Av Ne
8463,Type,Trans to AMR
8463,Datetime,04/22/2019 09:03:03 PM
8463,Latitude,47.663288
8463,Longitude,-122.31423500000001
8463,Incident Number,F190040274
8464,Address,2820 Eastlake Av E
8464,Type,Brush Fire
8464,Datetime,04/22/2019 09:01:35 PM
8464,Latitude,47.645963
8464,Longitude,-122.325617
8464,Incident Number,F190040271
8465,Address,2840 Eastlake Av E
8465,Type,Shed Fire
8465,Datetime,04/22/2019 09:01:32 PM
8465,Latitude,47.64632
8465,Longitude,-122.325341
8465,Incident Number,F190040270
8466,Address,2nd Av Et S / S Main St
8466,Type,Aid Response
8466,Datetime,04/22/2019 08:59:05 PM
8466,Latitude,47.599990999999996
8466,Longitude,-122.33034199999999
8466,Incident Number,F190040269
8467,Address,100 Crockett St
8467,Type,Medic Response
8467,Datetime,04/22/2019 08:54:18 PM
8467,Latitude,47.637415999999995
8467,Longitude,-122.355598
8467,Incident Number,F190040267
8468,Address,12th Av S / S Jackson St
8468,Type,MVI - Motor Vehicle Incident
8468,Datetime,04/22/2019 08:50:20 PM
8468,Latitude,47.599187
8468,Longitude,-122.317225
8468,Incident Number,F190040266
8469,Address,4515 41st Av Sw
8469,Type,Aid Response
8469,Datetime,04/22/2019 08:41:52 PM
8469,Latitude,47.562739
8469,Longitude,-122.38413500000001
8469,Incident Number,F190040265
8470,Address,418 E Loretta Pl
8470,Type,HazMat Reduced
8470,Datetime,04/22/2019 08:37:55 PM
8470,Latitude,47.619219
8470,Longitude,-122.326346
8470,Incident Number,F190040264
8471,Address,2700 Ne University Village St
8471,Type,Aid Response
8471,Datetime,04/22/2019 08:30:41 PM
8471,Latitude,47.663340999999996
8471,Longitude,-122.29760700000001
8471,Incident Number,F190040263
8472,Address,516 1st Av W
8472,Type,Aid Response
8472,Datetime,04/22/2019 08:28:54 PM
8472,Latitude,47.623472
8472,Longitude,-122.358023
8472,Incident Number,F190040262
8473,Address,1711 23rd Av S
8473,Type,Automatic Medical Alarm
